Time,PlayerLocation,PlaterRotation,
2023.10.14-15.47.18.604,X=401867.626 Y=374628.386 Z=2248.023,P=5.111585 Y=-94.600034 R=6.188431,
2023.10.14-15.47.18.661,X=401877.292 Y=374609.913 Z=2248.023,P=5.554330 Y=-94.353013 R=5.932531,
2023.10.14-15.47.18.720,X=401879.281 Y=374605.778 Z=2248.023,P=4.983044 Y=-94.508580 R=5.083609,
2023.10.14-15.47.18.779,X=401879.281 Y=374605.778 Z=2248.023,P=4.558761 Y=-94.850960 R=4.399286,
2023.10.14-15.47.18.833,X=401879.281 Y=374605.778 Z=2248.023,P=4.429527 Y=-95.069602 R=4.329203,
2023.10.14-15.47.18.885,X=401879.281 Y=374605.778 Z=2248.023,P=4.352624 Y=-95.297437 R=3.993392,
2023.10.14-15.47.18.935,X=401879.281 Y=374605.778 Z=2248.023,P=4.301324 Y=-95.476674 R=3.993031,
2023.10.14-15.47.18.981,X=401879.281 Y=374605.778 Z=2248.023,P=4.495435 Y=-95.529411 R=3.626790,
2023.10.14-15.47.19.026,X=401878.864 Y=374601.467 Z=2248.023,P=4.610472 Y=-95.536058 R=3.527310,
2023.10.14-15.47.19.070,X=401878.082 Y=374593.400 Z=2248.023,P=4.541449 Y=-95.426596 R=3.486075,
2023.10.14-15.47.19.127,X=401876.888 Y=374580.929 Z=2248.023,P=4.866192 Y=-95.325894 R=3.535199,
2023.10.14-15.47.19.181,X=401874.955 Y=374560.490 Z=2248.023,P=5.253051 Y=-95.349329 R=3.296377,
2023.10.14-15.47.19.240,X=401872.506 Y=374534.447 Z=2248.023,P=5.395941 Y=-95.604681 R=3.130650,
2023.10.14-15.47.19.299,X=401869.253 Y=374500.470 Z=2248.023,P=5.410759 Y=-95.894081 R=2.937942,
2023.10.14-15.47.19.357,X=401865.769 Y=374465.297 Z=2248.023,P=5.521245 Y=-96.070192 R=2.624920,
2023.10.14-15.47.19.418,X=401862.158 Y=374430.071 Z=2248.023,P=5.376342 Y=-96.064787 R=2.525604,
2023.10.14-15.47.19.475,X=401858.432 Y=374394.408 Z=2248.023,P=5.253315 Y=-95.916516 R=2.543411,
2023.10.14-15.47.19.533,X=401854.880 Y=374360.353 Z=2248.023,P=5.114320 Y=-95.639517 R=2.353612,
2023.10.14-15.47.19.590,X=401851.372 Y=374325.966 Z=2248.023,P=4.695021 Y=-95.256790 R=2.629736,
2023.10.14-15.47.19.648,X=401848.018 Y=374291.607 Z=2248.023,P=4.401732 Y=-94.737738 R=2.953072,
2023.10.14-15.47.19.707,X=401844.874 Y=374257.082 Z=2248.023,P=4.117545 Y=-94.217739 R=3.052597,
2023.10.14-15.47.19.765,X=401841.960 Y=374222.018 Z=2248.023,P=3.734814 Y=-93.746016 R=3.158018,
2023.10.14-15.47.19.825,X=401839.329 Y=374186.870 Z=2248.023,P=3.163784 Y=-93.311401 R=3.189176,
2023.10.14-15.47.19.883,X=401836.910 Y=374150.623 Z=2248.023,P=2.612189 Y=-92.892623 R=3.292726,
2023.10.14-15.47.19.942,X=401834.851 Y=374115.809 Z=2248.023,P=2.100116 Y=-92.572010 R=2.850036,
2023.10.14-15.47.20.003,X=401832.998 Y=374080.440 Z=2248.023,P=1.028125 Y=-92.560748 R=2.170770,
2023.10.14-15.47.20.062,X=401831.283 Y=374045.027 Z=2248.023,P=-0.793892 Y=-92.702548 R=2.922229,
2023.10.14-15.47.20.120,X=401829.599 Y=374009.600 Z=2248.023,P=-2.095402 Y=-92.752803 R=3.427346,
2023.10.14-15.47.20.182,X=401827.895 Y=373973.907 Z=2248.023,P=-2.089949 Y=-92.808912 R=4.140219,
2023.10.14-15.47.20.241,X=401826.140 Y=373937.573 Z=2248.023,P=-1.360642 Y=-92.767323 R=4.171460,
2023.10.14-15.47.20.302,X=401824.322 Y=373900.032 Z=2248.023,P=-0.782865 Y=-92.928051 R=3.793808,
2023.10.14-15.47.20.363,X=401822.588 Y=373865.022 Z=2248.023,P=-0.393706 Y=-93.276777 R=2.969887,
2023.10.14-15.47.20.426,X=401820.600 Y=373827.529 Z=2248.023,P=-0.665572 Y=-93.755236 R=1.878291,
2023.10.14-15.47.20.484,X=401818.457 Y=373791.082 Z=2248.023,P=-1.585435 Y=-94.211289 R=1.934785,
2023.10.14-15.47.20.544,X=401816.177 Y=373756.335 Z=2248.023,P=-2.062990 Y=-94.502163 R=2.789777,
2023.10.14-15.47.20.605,X=401813.538 Y=373719.670 Z=2248.023,P=-1.981720 Y=-94.546570 R=3.150764,
2023.10.14-15.47.20.664,X=401810.779 Y=373683.318 Z=2248.023,P=-1.873243 Y=-94.349876 R=3.112470,
2023.10.14-15.47.20.727,X=401808.078 Y=373647.948 Z=2248.023,P=-1.146904 Y=-94.145010 R=3.487933,
2023.10.14-15.47.20.788,X=401805.322 Y=373611.048 Z=2248.023,P=-0.973614 Y=-94.071828 R=3.864773,
2023.10.14-15.47.20.851,X=401802.618 Y=373573.967 Z=2248.023,P=-0.369013 Y=-94.119694 R=3.969313,
2023.10.14-15.47.20.910,X=401799.896 Y=373536.349 Z=2248.023,P=0.371143 Y=-94.173907 R=4.428524,
2023.10.14-15.47.20.972,X=401797.331 Y=373501.017 Z=2248.023,P=1.453860 Y=-94.322898 R=4.264918,
2023.10.14-15.47.21.033,X=401794.596 Y=373464.006 Z=2248.023,P=1.816172 Y=-94.610093 R=3.953726,
2023.10.14-15.47.21.093,X=401791.798 Y=373427.639 Z=2248.023,P=2.088787 Y=-94.771522 R=3.730011,
2023.10.14-15.47.21.154,X=401788.939 Y=373391.917 Z=2248.023,P=2.356341 Y=-94.859661 R=3.795684,
2023.10.14-15.47.21.213,X=401785.953 Y=373355.732 Z=2248.023,P=2.642062 Y=-94.961157 R=3.677400,
2023.10.14-15.47.21.275,X=401782.905 Y=373319.688 Z=2248.023,P=2.372327 Y=-94.907076 R=3.547419,
2023.10.14-15.47.21.336,X=401779.806 Y=373283.381 Z=2248.023,P=2.246296 Y=-94.539655 R=4.346667,
2023.10.14-15.47.21.397,X=401776.743 Y=373246.418 Z=2248.023,P=1.996394 Y=-93.644859 R=5.304813,
2023.10.14-15.47.21.458,X=401774.046 Y=373210.179 Z=2248.023,P=2.564891 Y=-92.364410 R=5.412978,
2023.10.14-15.47.21.521,X=401771.838 Y=373172.731 Z=2248.023,P=4.303578 Y=-91.264534 R=6.290495,
2023.10.14-15.47.21.581,X=401770.324 Y=373136.130 Z=2248.023,P=3.650167 Y=-90.556768 R=5.698679,
2023.10.14-15.47.21.642,X=401769.379 Y=373099.685 Z=2248.023,P=2.987508 Y=-89.854267 R=5.447825,
2023.10.14-15.47.21.703,X=401768.934 Y=373062.726 Z=2248.023,P=3.104350 Y=-89.216867 R=6.229897,
2023.10.14-15.47.21.766,X=401768.948 Y=373026.327 Z=2248.023,P=3.597748 Y=-88.804177 R=6.361130,
2023.10.14-15.47.21.828,X=401769.339 Y=372989.253 Z=2248.023,P=3.765915 Y=-88.405582 R=6.032540,
2023.10.14-15.47.21.889,X=401770.062 Y=372951.540 Z=2248.023,P=4.249878 Y=-88.344480 R=5.705500,
2023.10.14-15.47.21.951,X=401770.953 Y=372914.809 Z=2248.023,P=4.459245 Y=-88.624612 R=5.050174,
2023.10.14-15.47.22.013,X=401771.865 Y=372877.815 Z=2248.023,P=4.453702 Y=-88.996530 R=4.554230,
2023.10.14-15.47.22.074,X=401772.665 Y=372840.658 Z=2248.023,P=4.255490 Y=-89.495362 R=4.119604,
2023.10.14-15.47.22.135,X=401773.240 Y=372803.983 Z=2248.023,P=3.958631 Y=-90.044253 R=3.864592,
2023.10.14-15.47.22.198,X=401773.534 Y=372766.741 Z=2248.023,P=3.969491 Y=-90.532865 R=3.395919,
2023.10.14-15.47.22.261,X=401773.518 Y=372729.483 Z=2248.023,P=3.878743 Y=-91.171132 R=3.341528,
2023.10.14-15.47.22.325,X=401773.134 Y=372691.501 Z=2248.023,P=3.865984 Y=-91.782173 R=2.974517,
2023.10.14-15.47.22.388,X=401772.358 Y=372653.485 Z=2248.023,P=3.667822 Y=-92.332431 R=2.928086,
2023.10.14-15.47.22.451,X=401771.209 Y=372615.710 Z=2248.023,P=3.631485 Y=-92.796717 R=2.906769,
2023.10.14-15.47.22.512,X=401769.723 Y=372578.105 Z=2248.023,P=3.802565 Y=-93.197350 R=2.892668,
2023.10.14-15.47.22.574,X=401767.972 Y=372541.245 Z=2248.023,P=3.830316 Y=-93.390292 R=2.748089,
2023.10.14-15.47.22.634,X=401766.014 Y=372504.584 Z=2248.023,P=3.812471 Y=-93.343181 R=2.705296,
2023.10.14-15.47.22.696,X=401763.965 Y=372468.089 Z=2248.023,P=3.970834 Y=-93.122973 R=2.538494,
2023.10.14-15.47.22.756,X=401761.905 Y=372431.117 Z=2248.023,P=4.033799 Y=-92.581034 R=2.450008,
2023.10.14-15.47.22.818,X=401760.041 Y=372394.622 Z=2248.023,P=3.954562 Y=-91.787936 R=2.557990,
2023.10.14-15.47.22.878,X=401758.496 Y=372357.817 Z=2248.023,P=3.950826 Y=-91.102250 R=2.502072,
2023.10.14-15.47.22.940,X=401757.378 Y=372322.177 Z=2248.023,P=3.964815 Y=-90.577915 R=2.625098,
2023.10.14-15.47.23.002,X=401756.596 Y=372284.867 Z=2248.023,P=4.201837 Y=-90.285381 R=2.659156,
2023.10.14-15.47.23.063,X=401756.114 Y=372247.583 Z=2248.023,P=4.321403 Y=-90.217429 R=2.697433,
2023.10.14-15.47.23.126,X=401755.817 Y=372211.380 Z=2248.023,P=4.486105 Y=-90.213053 R=2.826931,
2023.10.14-15.47.23.186,X=401755.595 Y=372172.806 Z=2248.023,P=4.717104 Y=-90.311414 R=2.946588,
2023.10.14-15.47.23.248,X=401755.402 Y=372137.095 Z=2248.023,P=4.921989 Y=-90.615001 R=2.978699,
2023.10.14-15.47.23.311,X=401755.119 Y=372100.198 Z=2248.023,P=5.213999 Y=-91.014672 R=3.029927,
2023.10.14-15.47.23.375,X=401754.651 Y=372062.383 Z=2248.023,P=5.495222 Y=-91.413612 R=3.128383,
2023.10.14-15.47.23.438,X=401753.952 Y=372024.244 Z=2248.023,P=5.805879 Y=-91.917550 R=3.041965,
2023.10.14-15.47.23.500,X=401752.970 Y=371985.980 Z=2248.023,P=5.875513 Y=-92.566051 R=2.842163,
2023.10.14-15.47.23.561,X=401751.675 Y=371948.717 Z=2248.023,P=5.906645 Y=-93.260753 R=2.816888,
2023.10.14-15.47.23.625,X=401749.990 Y=371911.584 Z=2248.023,P=5.881441 Y=-93.966321 R=3.133943,
2023.10.14-15.47.23.686,X=401747.850 Y=371874.028 Z=2248.023,P=6.203902 Y=-94.445579 R=3.056623,
2023.10.14-15.47.23.747,X=401745.399 Y=371837.521 Z=2248.023,P=6.325510 Y=-94.762268 R=3.129399,
2023.10.14-15.47.23.808,X=401742.646 Y=371800.886 Z=2248.023,P=6.412049 Y=-95.060082 R=2.897761,
2023.10.14-15.47.23.868,X=401739.688 Y=371764.670 Z=2248.023,P=6.341060 Y=-95.288814 R=2.683652,
2023.10.14-15.47.23.928,X=401736.574 Y=371728.858 Z=2248.023,P=6.256104 Y=-95.417960 R=2.862935,
2023.10.14-15.47.23.989,X=401733.316 Y=371692.991 Z=2248.023,P=6.169353 Y=-95.598105 R=3.052701,
2023.10.14-15.47.24.050,X=401729.854 Y=371656.288 Z=2248.023,P=6.329323 Y=-95.791251 R=2.957747,
2023.10.14-15.47.24.110,X=401726.322 Y=371620.145 Z=2248.023,P=6.376433 Y=-95.970106 R=3.026287,
2023.10.14-15.47.24.169,X=401722.700 Y=371584.276 Z=2248.023,P=6.396950 Y=-96.206959 R=2.952371,
2023.10.14-15.47.24.231,X=401718.983 Y=371548.739 Z=2248.023,P=6.485071 Y=-96.430895 R=3.175351,
2023.10.14-15.47.24.292,X=401715.007 Y=371512.090 Z=2248.023,P=6.747162 Y=-96.717173 R=2.904911,
2023.10.14-15.47.24.352,X=401710.916 Y=371475.843 Z=2248.023,P=6.786877 Y=-97.089862 R=2.742469,
2023.10.14-15.47.24.413,X=401706.670 Y=371439.927 Z=2248.023,P=6.726355 Y=-97.467243 R=2.787659,
2023.10.14-15.47.24.474,X=401702.125 Y=371403.372 Z=2248.023,P=6.621399 Y=-97.869142 R=2.797210,
2023.10.14-15.47.24.536,X=401697.374 Y=371367.088 Z=2248.023,P=6.435528 Y=-98.337491 R=2.745412,
2023.10.14-15.47.24.596,X=401692.342 Y=371330.711 Z=2248.023,P=6.356644 Y=-98.734021 R=3.002024,
2023.10.14-15.47.24.657,X=401687.129 Y=371294.920 Z=2248.023,P=6.554514 Y=-99.016925 R=3.077432,
2023.10.14-15.47.24.719,X=401681.571 Y=371258.361 Z=2248.023,P=6.859470 Y=-99.184578 R=2.935133,
2023.10.14-15.47.24.780,X=401675.859 Y=371221.949 Z=2248.023,P=6.918683 Y=-99.332303 R=2.971767,
2023.10.14-15.47.24.841,X=401670.060 Y=371185.828 Z=2248.023,P=7.160562 Y=-99.381965 R=2.669379,
2023.10.14-15.47.24.903,X=401664.148 Y=371149.550 Z=2248.023,P=7.188942 Y=-99.348648 R=2.831200,
2023.10.14-15.47.24.963,X=401658.229 Y=371113.433 Z=2248.023,P=7.216311 Y=-99.304724 R=2.718355,
2023.10.14-15.47.25.024,X=401652.340 Y=371077.516 Z=2248.023,P=7.102438 Y=-99.273327 R=2.800878,
2023.10.14-15.47.25.083,X=401646.477 Y=371041.694 Z=2248.023,P=6.974862 Y=-99.213187 R=2.926595,
2023.10.14-15.47.25.143,X=401640.708 Y=371006.302 Z=2248.023,P=6.887827 Y=-99.020887 R=3.072004,
2023.10.14-15.47.25.204,X=401634.959 Y=370970.627 Z=2248.023,P=6.843889 Y=-98.579495 R=3.105062,
2023.10.14-15.47.25.263,X=401629.383 Y=370935.017 Z=2248.023,P=6.663958 Y=-97.908801 R=3.254109,
2023.10.14-15.47.25.322,X=401624.188 Y=370900.079 Z=2248.023,P=6.504481 Y=-97.001664 R=3.352563,
2023.10.14-15.47.25.383,X=401619.312 Y=370864.446 Z=2248.023,P=6.389790 Y=-96.052665 R=3.473756,
2023.10.14-15.47.25.445,X=401614.896 Y=370828.353 Z=2248.023,P=6.026306 Y=-95.356221 R=3.555647,
2023.10.14-15.47.25.506,X=401610.934 Y=370791.820 Z=2248.023,P=5.783052 Y=-94.897940 R=3.656856,
2023.10.14-15.47.25.565,X=401607.403 Y=370755.504 Z=2248.023,P=5.557320 Y=-94.445704 R=3.728974,
2023.10.14-15.47.25.624,X=401604.243 Y=370719.523 Z=2248.023,P=5.415593 Y=-93.991345 R=3.826621,
2023.10.14-15.47.25.685,X=401601.401 Y=370683.642 Z=2248.023,P=5.253686 Y=-93.575811 R=4.162406,
2023.10.14-15.47.25.743,X=401598.884 Y=370648.321 Z=2248.023,P=5.355838 Y=-93.121245 R=4.189013,
2023.10.14-15.47.25.803,X=401596.641 Y=370612.970 Z=2248.023,P=5.313144 Y=-92.742315 R=4.389882,
2023.10.14-15.47.25.863,X=401594.625 Y=370576.978 Z=2248.023,P=5.413353 Y=-92.452661 R=4.496505,
2023.10.14-15.47.25.921,X=401592.863 Y=370541.506 Z=2248.023,P=5.496890 Y=-92.374912 R=4.500201,
2023.10.14-15.47.25.981,X=401591.261 Y=370506.362 Z=2248.023,P=5.527913 Y=-92.492685 R=4.529210,
2023.10.14-15.47.26.041,X=401589.675 Y=370470.576 Z=2248.023,P=5.551633 Y=-92.633356 R=4.653653,
2023.10.14-15.47.26.100,X=401588.052 Y=370434.453 Z=2248.023,P=5.648248 Y=-92.699190 R=4.596194,
2023.10.14-15.47.26.159,X=401586.410 Y=370398.714 Z=2248.023,P=5.707011 Y=-92.763499 R=4.393406,
2023.10.14-15.47.26.216,X=401584.759 Y=370363.628 Z=2248.023,P=5.628132 Y=-92.855562 R=4.328156,
2023.10.14-15.47.26.273,X=401583.132 Y=370329.926 Z=2248.023,P=5.495825 Y=-92.944234 R=4.406730,
2023.10.14-15.47.26.330,X=401581.402 Y=370295.143 Z=2248.023,P=5.540546 Y=-93.076082 R=4.359486,
2023.10.14-15.47.26.389,X=401579.611 Y=370260.391 Z=2248.023,P=5.674959 Y=-93.218079 R=4.198813,
2023.10.14-15.47.26.446,X=401577.761 Y=370225.915 Z=2248.023,P=5.601257 Y=-93.396736 R=4.200914,
2023.10.14-15.47.26.504,X=401575.819 Y=370191.395 Z=2248.023,P=5.640570 Y=-93.576027 R=4.063662,
2023.10.14-15.47.26.562,X=401573.754 Y=370156.452 Z=2248.023,P=5.649026 Y=-93.773664 R=4.079155,
2023.10.14-15.47.26.620,X=401571.612 Y=370122.032 Z=2248.023,P=5.802656 Y=-94.010143 R=4.015984,
2023.10.14-15.47.26.677,X=401569.329 Y=370087.349 Z=2248.023,P=5.784259 Y=-94.263982 R=4.032837,
2023.10.14-15.47.26.735,X=401566.937 Y=370053.074 Z=2248.023,P=5.899965 Y=-94.543901 R=4.020635,
2023.10.14-15.47.26.792,X=401564.408 Y=370018.978 Z=2248.023,P=6.067248 Y=-94.871325 R=4.021882,
2023.10.14-15.47.26.849,X=401561.701 Y=369984.780 Z=2248.023,P=6.163885 Y=-95.325625 R=3.900786,
2023.10.14-15.47.26.907,X=401558.767 Y=369950.447 Z=2248.023,P=6.143782 Y=-95.897959 R=3.851460,
2023.10.14-15.47.26.965,X=401555.533 Y=369915.856 Z=2248.023,P=6.186692 Y=-96.583009 R=3.791333,
2023.10.14-15.47.27.022,X=401551.967 Y=369881.366 Z=2248.023,P=6.200521 Y=-97.331299 R=3.764002,
2023.10.14-15.47.27.080,X=401547.981 Y=369846.685 Z=2248.023,P=6.073762 Y=-98.132949 R=3.853337,
2023.10.14-15.47.27.138,X=401543.698 Y=369813.094 Z=2248.023,P=6.202095 Y=-98.704230 R=3.644100,
2023.10.14-15.47.27.196,X=401538.922 Y=369778.837 Z=2248.023,P=6.088972 Y=-99.041742 R=3.725223,
2023.10.14-15.47.27.254,X=401533.808 Y=369744.475 Z=2248.023,P=6.012621 Y=-99.067158 R=3.697001,
2023.10.14-15.47.27.312,X=401528.493 Y=369710.023 Z=2248.023,P=5.962231 Y=-98.913981 R=3.501908,
2023.10.14-15.47.27.370,X=401523.052 Y=369675.124 Z=2248.023,P=5.860250 Y=-98.775303 R=3.405462,
2023.10.14-15.47.27.429,X=401517.679 Y=369640.543 Z=2248.023,P=5.953291 Y=-98.634233 R=3.432972,
2023.10.14-15.47.27.487,X=401512.382 Y=369606.110 Z=2248.023,P=5.950975 Y=-98.555428 R=3.438652,
2023.10.14-15.47.27.546,X=401507.082 Y=369571.292 Z=2248.023,P=6.024474 Y=-98.499050 R=3.393402,
2023.10.14-15.47.27.604,X=401501.827 Y=369536.468 Z=2248.023,P=6.048732 Y=-98.451451 R=3.482641,
2023.10.14-15.47.27.663,X=401496.591 Y=369501.513 Z=2248.023,P=6.072655 Y=-98.408623 R=3.393476,
2023.10.14-15.47.27.722,X=401491.436 Y=369466.877 Z=2248.023,P=6.002997 Y=-98.336090 R=3.466115,
2023.10.14-15.47.27.782,X=401486.247 Y=369431.769 Z=2248.023,P=6.066389 Y=-98.188734 R=3.526429,
2023.10.14-15.47.27.842,X=401481.074 Y=369396.350 Z=2248.023,P=6.005346 Y=-98.047713 R=3.649676,
2023.10.14-15.47.27.902,X=401475.993 Y=369361.035 Z=2248.023,P=6.020752 Y=-97.973851 R=3.555206,
2023.10.14-15.47.27.961,X=401470.970 Y=369325.667 Z=2248.023,P=6.019259 Y=-97.908363 R=3.719017,
2023.10.14-15.47.28.021,X=401465.985 Y=369290.197 Z=2248.023,P=5.957868 Y=-97.856697 R=3.738836,
2023.10.14-15.47.28.081,X=401460.965 Y=369254.157 Z=2248.023,P=5.869324 Y=-97.801907 R=3.797666,
2023.10.14-15.47.28.141,X=401456.109 Y=369219.019 Z=2248.023,P=5.782198 Y=-97.693444 R=3.945085,
2023.10.14-15.47.28.201,X=401451.280 Y=369183.719 Z=2248.023,P=5.921396 Y=-97.607800 R=4.003844,
2023.10.14-15.47.28.260,X=401446.406 Y=369147.682 Z=2248.023,P=5.892275 Y=-97.525728 R=4.060565,
2023.10.14-15.47.28.320,X=401441.679 Y=369112.342 Z=2248.023,P=5.944746 Y=-97.465634 R=4.125892,
2023.10.14-15.47.28.380,X=401436.925 Y=369076.451 Z=2248.023,P=6.062838 Y=-97.423410 R=4.198799,
2023.10.14-15.47.28.441,X=401432.247 Y=369040.847 Z=2248.023,P=6.156918 Y=-97.395103 R=4.153954,
2023.10.14-15.47.28.501,X=401427.457 Y=369004.172 Z=2248.023,P=6.234945 Y=-97.361753 R=4.149075,
2023.10.14-15.47.28.560,X=401422.902 Y=368969.114 Z=2248.023,P=6.234544 Y=-97.321378 R=4.127122,
2023.10.14-15.47.28.622,X=401418.317 Y=368933.640 Z=2248.023,P=6.269252 Y=-97.273695 R=4.131141,
2023.10.14-15.47.28.682,X=401413.531 Y=368896.389 Z=2248.023,P=6.241794 Y=-97.169781 R=4.048137,
2023.10.14-15.47.28.743,X=401409.077 Y=368861.394 Z=2248.023,P=6.269857 Y=-97.002297 R=4.038789,
2023.10.14-15.47.28.803,X=401404.607 Y=368825.711 Z=2248.023,P=6.125249 Y=-96.747365 R=4.081215,
2023.10.14-15.47.28.862,X=401400.184 Y=368789.469 Z=2248.023,P=6.039374 Y=-96.438128 R=4.033210,
2023.10.14-15.47.28.923,X=401395.991 Y=368753.881 Z=2248.023,P=5.856518 Y=-95.970446 R=4.204826,
2023.10.14-15.47.28.983,X=401391.950 Y=368717.711 Z=2248.023,P=5.958695 Y=-95.319886 R=4.342596,
2023.10.14-15.47.29.045,X=401388.207 Y=368681.399 Z=2248.023,P=6.049175 Y=-94.640504 R=4.308001,
2023.10.14-15.47.29.106,X=401384.847 Y=368645.179 Z=2248.023,P=5.976677 Y=-93.798635 R=4.331596,
2023.10.14-15.47.29.167,X=401381.913 Y=368608.665 Z=2248.023,P=6.015666 Y=-92.574601 R=4.346999,
2023.10.14-15.47.29.229,X=401379.582 Y=368572.164 Z=2248.023,P=5.861879 Y=-91.087454 R=4.215900,
2023.10.14-15.47.29.290,X=401378.434 Y=368534.811 Z=2248.023,P=5.796127 Y=-89.297902 R=4.132749,
2023.10.14-15.47.29.353,X=401378.918 Y=368498.234 Z=2248.023,P=5.616282 Y=-87.539636 R=4.114915,
2023.10.14-15.47.29.414,X=401384.591 Y=368461.367 Z=2248.023,P=5.616432 Y=-85.052684 R=4.316279,
2023.10.14-15.47.29.478,X=401394.862 Y=368430.109 Z=2248.023,P=5.875496 Y=-81.999889 R=4.333318,
2023.10.14-15.47.29.542,X=401407.653 Y=368410.305 Z=2248.023,P=5.978898 Y=-77.670163 R=4.204282,
2023.10.14-15.47.29.607,X=401424.258 Y=368397.416 Z=2248.023,P=6.196413 Y=-72.789861 R=3.968177,
2023.10.14-15.47.29.672,X=401428.135 Y=368395.215 Z=2248.023,P=6.305786 Y=-68.719931 R=3.620957,
2023.10.14-15.47.29.737,X=401428.135 Y=368395.215 Z=2248.023,P=6.126838 Y=-65.353555 R=3.539426,
2023.10.14-15.47.29.805,X=401428.135 Y=368395.215 Z=2248.023,P=6.211941 Y=-63.255540 R=3.525501,
2023.10.14-15.47.29.872,X=401428.135 Y=368395.215 Z=2248.023,P=6.349623 Y=-61.913335 R=3.683602,
2023.10.14-15.47.29.940,X=401428.135 Y=368395.215 Z=2248.023,P=6.308899 Y=-61.466889 R=3.665729,
2023.10.14-15.47.30.009,X=401428.135 Y=368395.215 Z=2248.023,P=6.136445 Y=-61.098846 R=3.677601,
2023.10.14-15.47.30.076,X=401428.135 Y=368395.215 Z=2248.023,P=5.662735 Y=-60.662526 R=3.493969,
2023.10.14-15.47.30.137,X=401428.997 Y=368394.520 Z=2248.023,P=5.148171 Y=-60.046356 R=4.275545,
2023.10.14-15.47.30.198,X=401432.667 Y=368391.791 Z=2248.023,P=5.389516 Y=-59.524599 R=4.680340,
2023.10.14-15.47.30.267,X=401441.659 Y=368384.600 Z=2248.023,P=5.796042 Y=-59.365378 R=4.091335,
2023.10.14-15.47.30.335,X=401458.624 Y=368371.035 Z=2248.023,P=5.659166 Y=-59.707156 R=3.151402,
2023.10.14-15.47.30.403,X=401483.166 Y=368351.317 Z=2248.023,P=5.152062 Y=-60.135373 R=2.524734,
2023.10.14-15.47.30.471,X=401513.903 Y=368326.265 Z=2248.023,P=4.681355 Y=-60.239162 R=1.928117,
2023.10.14-15.47.30.539,X=401544.911 Y=368300.790 Z=2248.023,P=4.684187 Y=-59.872844 R=1.665358,
2023.10.14-15.47.30.609,X=401576.579 Y=368274.873 Z=2248.023,P=4.743895 Y=-59.682901 R=1.262800,
2023.10.14-15.47.30.678,X=401609.529 Y=368248.052 Z=2248.023,P=4.623616 Y=-59.736700 R=0.916077,
2023.10.14-15.47.30.748,X=401641.792 Y=368221.957 Z=2248.023,P=4.914701 Y=-60.181471 R=0.665583,
2023.10.14-15.47.30.817,X=401674.184 Y=368195.401 Z=2248.023,P=5.052853 Y=-60.950958 R=0.688776,
2023.10.14-15.47.30.886,X=401706.101 Y=368168.840 Z=2248.023,P=4.742209 Y=-61.614064 R=0.416731,
2023.10.14-15.47.30.956,X=401736.711 Y=368140.855 Z=2248.023,P=5.218744 Y=-62.324690 R=0.234965,
2023.10.14-15.47.31.028,X=401764.260 Y=368108.787 Z=2248.023,P=4.832803 Y=-63.154865 R=0.175598,
2023.10.14-15.47.31.095,X=401787.583 Y=368073.273 Z=2248.023,P=4.265252 Y=-64.017306 R=0.070894,
2023.10.14-15.47.31.166,X=401807.447 Y=368037.676 Z=2248.023,P=4.162903 Y=-64.302254 R=-0.542365,
2023.10.14-15.47.31.235,X=401826.605 Y=368000.360 Z=2248.023,P=3.645744 Y=-64.361922 R=0.272413,
2023.10.14-15.47.31.306,X=401845.572 Y=367961.938 Z=2248.023,P=3.465598 Y=-63.886512 R=-0.000729,
2023.10.14-15.47.31.376,X=401864.224 Y=367923.902 Z=2248.023,P=3.625624 Y=-63.075482 R=0.891011,
2023.10.14-15.47.31.445,X=401882.622 Y=367886.992 Z=2248.023,P=3.741898 Y=-62.244534 R=0.848751,
2023.10.14-15.47.31.513,X=401901.486 Y=367849.597 Z=2248.023,P=4.978055 Y=-62.113937 R=0.135517,
2023.10.14-15.47.31.580,X=401917.914 Y=367812.493 Z=2248.023,P=4.285014 Y=-62.395526 R=-0.101902,
2023.10.14-15.47.31.648,X=401932.493 Y=367775.184 Z=2248.023,P=3.977595 Y=-62.909579 R=-0.348361,
2023.10.14-15.47.31.716,X=401943.685 Y=367741.526 Z=2248.023,P=4.283187 Y=-64.751306 R=0.130948,
2023.10.14-15.47.31.783,X=401946.341 Y=367732.782 Z=2248.023,P=4.495540 Y=-67.522888 R=0.526496,
2023.10.14-15.47.31.846,X=401946.341 Y=367732.782 Z=2248.023,P=5.057788 Y=-70.581051 R=0.228522,
2023.10.14-15.47.31.900,X=401946.341 Y=367732.782 Z=2248.023,P=5.169262 Y=-72.456565 R=0.200037,
2023.10.14-15.47.31.953,X=401946.341 Y=367732.782 Z=2248.023,P=5.172225 Y=-75.023222 R=0.664726,
2023.10.14-15.47.32.007,X=401946.341 Y=367732.782 Z=2248.023,P=5.532856 Y=-76.932753 R=0.598093,
2023.10.14-15.47.32.061,X=401946.341 Y=367732.782 Z=2248.023,P=5.352275 Y=-78.165134 R=0.540802,
2023.10.14-15.47.32.115,X=401946.341 Y=367732.782 Z=2248.023,P=5.435543 Y=-78.361133 R=0.561453,
2023.10.14-15.47.32.170,X=401946.463 Y=367729.353 Z=2248.023,P=5.201389 Y=-78.003360 R=0.390504,
2023.10.14-15.47.32.225,X=401946.164 Y=367720.314 Z=2248.023,P=5.095852 Y=-77.021887 R=0.137440,
