Time,PlayerLocation,PlaterRotation,
2023.10.14-15.48.48.080,X=420690.648 Y=368940.460 Z=2248.333,P=39.449010 Y=-90.916009 R=1.191482,
2023.10.14-15.48.48.128,X=420690.648 Y=368940.460 Z=2248.333,P=39.388586 Y=-90.947381 R=1.268524,
2023.10.14-15.48.48.176,X=420690.648 Y=368940.460 Z=2248.333,P=39.486085 Y=-90.952284 R=1.241423,
2023.10.14-15.48.48.223,X=420690.648 Y=368940.460 Z=2248.333,P=39.423653 Y=-91.054281 R=1.122511,
2023.10.14-15.48.48.268,X=420690.648 Y=368940.460 Z=2248.333,P=39.424887 Y=-91.083221 R=1.169664,
2023.10.14-15.48.48.315,X=420690.648 Y=368940.460 Z=2248.333,P=39.487535 Y=-91.045821 R=1.292563,
2023.10.14-15.48.48.364,X=420690.648 Y=368940.460 Z=2248.333,P=39.553907 Y=-91.059740 R=1.265837,
2023.10.14-15.48.48.400,X=420690.648 Y=368940.460 Z=2248.333,P=39.629032 Y=-91.081540 R=1.210735,
2023.10.14-15.48.48.444,X=420690.648 Y=368940.460 Z=2248.333,P=39.647993 Y=-91.072396 R=1.240955,
2023.10.14-15.48.48.487,X=420690.648 Y=368940.460 Z=2248.333,P=39.751657 Y=-91.048629 R=1.229736,
2023.10.14-15.48.48.535,X=420690.648 Y=368940.460 Z=2248.333,P=39.775140 Y=-91.066796 R=1.218735,
2023.10.14-15.48.48.581,X=420690.648 Y=368940.460 Z=2248.333,P=39.869845 Y=-91.049596 R=1.152250,
2023.10.14-15.48.48.629,X=420690.648 Y=368940.460 Z=2248.333,P=39.911817 Y=-91.011885 R=1.158006,
2023.10.14-15.48.48.673,X=420690.648 Y=368940.460 Z=2248.333,P=39.890414 Y=-91.028415 R=1.109862,
2023.10.14-15.48.48.718,X=420690.648 Y=368940.460 Z=2248.333,P=39.848807 Y=-91.027740 R=1.002568,
2023.10.14-15.48.48.766,X=420690.648 Y=368940.460 Z=2248.333,P=39.827497 Y=-90.923476 R=1.147210,
2023.10.14-15.48.48.813,X=420690.648 Y=368940.460 Z=2248.333,P=39.837929 Y=-90.854778 R=1.234909,
2023.10.14-15.48.48.861,X=420690.648 Y=368940.460 Z=2248.333,P=39.772192 Y=-90.844127 R=1.244077,
2023.10.14-15.48.48.907,X=420690.648 Y=368940.460 Z=2248.333,P=39.819521 Y=-90.799164 R=1.288639,
2023.10.14-15.48.48.953,X=420690.648 Y=368940.460 Z=2248.333,P=39.786892 Y=-90.778400 R=1.355830,
2023.10.14-15.48.48.999,X=420690.648 Y=368940.460 Z=2248.333,P=39.994784 Y=-90.677000 R=1.437706,
2023.10.14-15.48.49.047,X=420690.648 Y=368940.460 Z=2248.333,P=39.975757 Y=-90.750171 R=1.268352,
2023.10.14-15.48.49.094,X=420690.648 Y=368940.460 Z=2248.333,P=39.997894 Y=-90.755223 R=1.296283,
2023.10.14-15.48.49.138,X=420690.648 Y=368940.460 Z=2248.333,P=40.068791 Y=-90.696631 R=1.343314,
2023.10.14-15.48.49.186,X=420690.648 Y=368940.460 Z=2248.333,P=40.120571 Y=-90.658785 R=1.265261,
2023.10.14-15.48.49.231,X=420690.648 Y=368940.460 Z=2248.333,P=40.086611 Y=-90.727347 R=1.155055,
2023.10.14-15.48.49.279,X=420690.648 Y=368940.460 Z=2248.333,P=40.098520 Y=-90.738786 R=1.211658,
2023.10.14-15.48.49.327,X=420690.648 Y=368940.460 Z=2248.333,P=40.133755 Y=-90.771152 R=1.118960,
2023.10.14-15.48.49.372,X=420690.648 Y=368940.460 Z=2248.333,P=40.071560 Y=-90.770904 R=1.098369,
2023.10.14-15.48.49.419,X=420690.648 Y=368940.460 Z=2248.333,P=40.092182 Y=-90.717104 R=1.192993,
2023.10.14-15.48.49.466,X=420690.648 Y=368940.460 Z=2248.333,P=40.162054 Y=-90.671578 R=1.162790,
2023.10.14-15.48.49.513,X=420690.648 Y=368940.460 Z=2248.333,P=40.057466 Y=-90.635095 R=1.172947,
2023.10.14-15.48.49.558,X=420690.648 Y=368940.460 Z=2248.333,P=40.228393 Y=-90.451579 R=1.249080,
2023.10.14-15.48.49.601,X=420690.648 Y=368940.460 Z=2248.333,P=40.176311 Y=-90.401115 R=1.260809,
2023.10.14-15.48.49.649,X=420690.648 Y=368940.460 Z=2248.333,P=40.168904 Y=-90.371229 R=1.223743,
2023.10.14-15.48.49.697,X=420690.648 Y=368940.460 Z=2248.333,P=40.114591 Y=-90.284297 R=1.257463,
2023.10.14-15.48.49.745,X=420690.648 Y=368940.460 Z=2248.333,P=40.069194 Y=-90.083639 R=1.421338,
2023.10.14-15.48.49.792,X=420690.648 Y=368940.460 Z=2248.333,P=40.162908 Y=-89.882907 R=1.428854,
2023.10.14-15.48.49.840,X=420690.648 Y=368940.460 Z=2248.333,P=40.126278 Y=-89.732196 R=1.351799,
2023.10.14-15.48.49.889,X=420690.648 Y=368940.460 Z=2248.333,P=39.983192 Y=-89.594781 R=1.412581,
2023.10.14-15.48.49.935,X=420690.648 Y=368940.460 Z=2248.333,P=39.991937 Y=-89.406922 R=1.509077,
2023.10.14-15.48.49.985,X=420690.648 Y=368940.460 Z=2248.333,P=39.922137 Y=-89.263166 R=1.488629,
2023.10.14-15.48.50.033,X=420690.648 Y=368940.460 Z=2248.333,P=39.836986 Y=-89.144486 R=1.567957,
2023.10.14-15.48.50.075,X=420690.648 Y=368940.460 Z=2248.333,P=39.853306 Y=-89.009649 R=1.646729,
2023.10.14-15.48.50.123,X=420690.648 Y=368940.460 Z=2248.333,P=39.931965 Y=-88.850620 R=1.631667,
2023.10.14-15.48.50.169,X=420690.648 Y=368940.460 Z=2248.333,P=39.880388 Y=-88.861716 R=1.487397,
2023.10.14-15.48.50.214,X=420690.648 Y=368940.460 Z=2248.333,P=39.889757 Y=-88.746814 R=1.462830,
2023.10.14-15.48.50.263,X=420690.648 Y=368940.460 Z=2248.333,P=39.787422 Y=-88.638897 R=1.466431,
2023.10.14-15.48.50.308,X=420690.648 Y=368940.460 Z=2248.333,P=39.696667 Y=-88.561965 R=1.388986,
2023.10.14-15.48.50.356,X=420690.648 Y=368940.460 Z=2248.333,P=39.494235 Y=-88.508599 R=1.344885,
2023.10.14-15.48.50.404,X=420690.648 Y=368940.460 Z=2248.333,P=39.395664 Y=-88.398070 R=1.410689,
2023.10.14-15.48.50.452,X=420690.648 Y=368940.460 Z=2248.333,P=39.237600 Y=-88.352566 R=1.455933,
2023.10.14-15.48.50.500,X=420690.648 Y=368940.460 Z=2248.333,P=39.121455 Y=-88.322099 R=1.509404,
2023.10.14-15.48.50.549,X=420690.648 Y=368940.460 Z=2248.333,P=39.089581 Y=-88.304390 R=1.531475,
2023.10.14-15.48.50.597,X=420690.648 Y=368940.460 Z=2248.333,P=39.138397 Y=-88.262855 R=1.590711,
2023.10.14-15.48.50.644,X=420690.648 Y=368940.460 Z=2248.333,P=39.268085 Y=-88.301863 R=1.487095,
2023.10.14-15.48.50.689,X=420690.648 Y=368940.460 Z=2248.333,P=39.204746 Y=-88.396139 R=1.311951,
2023.10.14-15.48.50.735,X=420690.648 Y=368940.460 Z=2248.333,P=39.238411 Y=-88.371893 R=1.334386,
2023.10.14-15.48.50.786,X=420690.648 Y=368940.460 Z=2248.333,P=39.277930 Y=-88.288321 R=1.459665,
2023.10.14-15.48.50.830,X=420690.648 Y=368940.460 Z=2248.333,P=39.284232 Y=-88.316430 R=1.293334,
2023.10.14-15.48.50.877,X=420690.648 Y=368940.460 Z=2248.333,P=39.178783 Y=-88.247130 R=1.402992,
2023.10.14-15.48.50.926,X=420690.648 Y=368940.460 Z=2248.333,P=39.297361 Y=-88.178961 R=1.474945,
2023.10.14-15.48.50.974,X=420690.648 Y=368940.460 Z=2248.333,P=39.259918 Y=-88.245136 R=1.379048,
2023.10.14-15.48.51.020,X=420690.648 Y=368940.460 Z=2248.333,P=39.228780 Y=-88.190245 R=1.432623,
2023.10.14-15.48.51.068,X=420690.648 Y=368940.460 Z=2248.333,P=39.169780 Y=-87.978728 R=1.461214,
2023.10.14-15.48.51.115,X=420690.648 Y=368940.460 Z=2248.333,P=39.011395 Y=-87.562214 R=1.651067,
2023.10.14-15.48.51.163,X=420690.648 Y=368940.460 Z=2248.333,P=38.866341 Y=-86.970237 R=1.815765,
2023.10.14-15.48.51.211,X=420690.648 Y=368940.460 Z=2248.333,P=38.608179 Y=-86.513484 R=1.916962,
2023.10.14-15.48.51.260,X=420690.648 Y=368940.460 Z=2248.333,P=38.384268 Y=-86.231234 R=1.943018,
2023.10.14-15.48.51.309,X=420690.648 Y=368940.460 Z=2248.333,P=38.206316 Y=-86.010157 R=2.123607,
2023.10.14-15.48.51.357,X=420690.648 Y=368940.460 Z=2248.333,P=38.063063 Y=-85.784149 R=2.020343,
2023.10.14-15.48.51.407,X=420690.648 Y=368940.460 Z=2248.333,P=37.698252 Y=-85.728910 R=1.893655,
2023.10.14-15.48.51.456,X=420690.648 Y=368940.460 Z=2248.333,P=37.320963 Y=-85.699792 R=1.765755,
2023.10.14-15.48.51.506,X=420690.648 Y=368940.460 Z=2248.333,P=37.015198 Y=-85.534906 R=1.957703,
2023.10.14-15.48.51.555,X=420690.648 Y=368940.460 Z=2248.333,P=36.833038 Y=-85.274998 R=2.126798,
2023.10.14-15.48.51.606,X=420690.648 Y=368940.460 Z=2248.333,P=36.659943 Y=-85.199466 R=2.097602,
2023.10.14-15.48.51.654,X=420690.648 Y=368940.460 Z=2248.333,P=36.635984 Y=-85.052111 R=1.993781,
2023.10.14-15.48.51.704,X=420690.648 Y=368940.460 Z=2248.333,P=36.573912 Y=-84.892137 R=1.934928,
2023.10.14-15.48.51.750,X=420690.648 Y=368940.460 Z=2248.333,P=36.453812 Y=-84.717815 R=1.914222,
2023.10.14-15.48.51.800,X=420690.648 Y=368940.460 Z=2248.333,P=36.375853 Y=-84.432727 R=1.913197,
2023.10.14-15.48.51.849,X=420690.648 Y=368940.460 Z=2248.333,P=36.331558 Y=-84.014875 R=1.936780,
2023.10.14-15.48.51.895,X=420690.648 Y=368940.460 Z=2248.333,P=36.189839 Y=-83.651624 R=1.986847,
2023.10.14-15.48.51.947,X=420690.648 Y=368940.460 Z=2248.333,P=36.166637 Y=-83.443220 R=2.054634,
2023.10.14-15.48.51.997,X=420690.648 Y=368940.460 Z=2248.333,P=36.198694 Y=-83.580113 R=1.759840,
2023.10.14-15.48.52.047,X=420690.648 Y=368940.460 Z=2248.333,P=36.325836 Y=-83.954532 R=1.432103,
2023.10.14-15.48.52.091,X=420690.648 Y=368940.460 Z=2248.333,P=36.138944 Y=-84.696216 R=1.077209,
2023.10.14-15.48.52.142,X=420690.648 Y=368940.460 Z=2248.333,P=36.039695 Y=-85.516407 R=0.674165,
2023.10.14-15.48.52.191,X=420690.648 Y=368940.460 Z=2248.333,P=35.802055 Y=-86.043090 R=0.712087,
2023.10.14-15.48.52.241,X=420690.648 Y=368940.460 Z=2248.333,P=35.821201 Y=-86.005691 R=1.022240,
2023.10.14-15.48.52.290,X=420690.648 Y=368940.460 Z=2248.333,P=35.765106 Y=-85.845148 R=1.168372,
2023.10.14-15.48.52.339,X=420690.648 Y=368940.460 Z=2248.333,P=35.704970 Y=-85.834872 R=1.034766,
2023.10.14-15.48.52.390,X=420690.648 Y=368940.460 Z=2248.333,P=35.764578 Y=-85.960194 R=1.017571,
2023.10.14-15.48.52.438,X=420690.648 Y=368940.460 Z=2248.333,P=35.926502 Y=-86.136252 R=0.913979,
2023.10.14-15.48.52.488,X=420690.648 Y=368940.460 Z=2248.333,P=36.010888 Y=-86.240371 R=0.876626,
2023.10.14-15.48.52.537,X=420690.648 Y=368940.460 Z=2248.333,P=35.983007 Y=-86.332777 R=0.887914,
2023.10.14-15.48.52.588,X=420690.648 Y=368940.460 Z=2248.333,P=35.959891 Y=-86.189085 R=1.071028,
2023.10.14-15.48.52.638,X=420690.648 Y=368940.460 Z=2248.333,P=36.028068 Y=-86.027333 R=1.114944,
2023.10.14-15.48.52.686,X=420690.648 Y=368940.460 Z=2248.333,P=36.132405 Y=-85.879464 R=1.214277,
2023.10.14-15.48.52.731,X=420690.648 Y=368940.460 Z=2248.333,P=36.158350 Y=-85.827780 R=1.224867,
2023.10.14-15.48.52.783,X=420690.648 Y=368940.460 Z=2248.333,P=36.063158 Y=-85.787570 R=1.165373,
2023.10.14-15.48.52.832,X=420690.648 Y=368940.460 Z=2248.333,P=36.074572 Y=-85.589747 R=1.402534,
2023.10.14-15.48.52.881,X=420690.648 Y=368940.460 Z=2248.333,P=36.030133 Y=-85.571392 R=1.413176,
2023.10.14-15.48.52.930,X=420690.648 Y=368940.460 Z=2248.333,P=35.901090 Y=-85.582085 R=1.478222,
2023.10.14-15.48.52.980,X=420690.648 Y=368940.460 Z=2248.333,P=35.911077 Y=-85.539015 R=1.548121,
2023.10.14-15.48.53.029,X=420690.648 Y=368940.460 Z=2248.333,P=35.853898 Y=-85.553529 R=1.642807,
2023.10.14-15.48.53.076,X=420690.648 Y=368940.460 Z=2248.333,P=35.919092 Y=-85.495678 R=1.830278,
2023.10.14-15.48.53.126,X=420690.648 Y=368940.460 Z=2248.333,P=35.950745 Y=-85.543987 R=1.720595,
2023.10.14-15.48.53.173,X=420690.648 Y=368940.460 Z=2248.333,P=35.864966 Y=-85.553150 R=1.795250,
2023.10.14-15.48.53.222,X=420690.648 Y=368940.460 Z=2248.333,P=35.918623 Y=-85.482518 R=1.954741,
2023.10.14-15.48.53.267,X=420690.648 Y=368940.460 Z=2248.333,P=36.002722 Y=-85.455976 R=1.932479,
2023.10.14-15.48.53.316,X=420690.648 Y=368940.460 Z=2248.333,P=35.948805 Y=-85.515808 R=1.853748,
2023.10.14-15.48.53.362,X=420690.648 Y=368940.460 Z=2248.333,P=35.876825 Y=-85.483491 R=1.897365,
2023.10.14-15.48.53.411,X=420690.648 Y=368940.460 Z=2248.333,P=35.905977 Y=-85.400239 R=1.946560,
2023.10.14-15.48.53.460,X=420690.648 Y=368940.460 Z=2248.333,P=35.824999 Y=-85.117795 R=2.019091,
2023.10.14-15.48.53.510,X=420690.648 Y=368940.460 Z=2248.333,P=35.440064 Y=-83.281939 R=2.945810,
2023.10.14-15.48.53.559,X=420690.648 Y=368940.460 Z=2248.333,P=34.594874 Y=-78.506013 R=4.823332,
2023.10.14-15.48.53.610,X=420690.648 Y=368940.460 Z=2248.333,P=33.499145 Y=-73.365479 R=6.208252,
2023.10.14-15.48.53.663,X=420690.648 Y=368940.460 Z=2248.333,P=32.822087 Y=-67.777520 R=7.431075,
2023.10.14-15.48.53.717,X=420690.648 Y=368940.460 Z=2248.333,P=32.183382 Y=-63.626781 R=8.263830,
2023.10.14-15.48.53.772,X=420690.648 Y=368940.460 Z=2248.333,P=31.707176 Y=-59.541915 R=9.629273,
2023.10.14-15.48.53.827,X=420690.648 Y=368940.460 Z=2248.333,P=31.808795 Y=-56.388439 R=10.344581,
2023.10.14-15.48.53.884,X=420690.648 Y=368940.460 Z=2248.333,P=32.013090 Y=-53.835765 R=10.672441,
2023.10.14-15.48.53.940,X=420690.648 Y=368940.460 Z=2248.333,P=32.003283 Y=-51.636404 R=10.868060,
2023.10.14-15.48.53.997,X=420690.648 Y=368940.460 Z=2248.333,P=32.197368 Y=-49.703804 R=10.836126,
2023.10.14-15.48.54.053,X=420690.648 Y=368940.460 Z=2248.333,P=32.272487 Y=-47.802165 R=10.718771,
2023.10.14-15.48.54.111,X=420690.648 Y=368940.460 Z=2248.333,P=32.536200 Y=-45.773199 R=10.795301,
2023.10.14-15.48.54.168,X=420690.648 Y=368940.460 Z=2248.333,P=32.648721 Y=-44.735453 R=10.103673,
2023.10.14-15.48.54.225,X=420690.648 Y=368940.460 Z=2248.333,P=32.779301 Y=-43.566524 R=9.765802,
2023.10.14-15.48.54.281,X=420690.648 Y=368940.460 Z=2248.333,P=32.908688 Y=-42.879902 R=9.374203,
2023.10.14-15.48.54.339,X=420690.648 Y=368940.460 Z=2248.333,P=33.171810 Y=-42.216111 R=9.307013,
2023.10.14-15.48.54.399,X=420690.648 Y=368940.460 Z=2248.333,P=33.535748 Y=-41.667744 R=9.105588,
2023.10.14-15.48.54.454,X=420690.648 Y=368940.460 Z=2248.333,P=33.621975 Y=-41.459170 R=8.712169,
2023.10.14-15.48.54.513,X=420690.648 Y=368940.460 Z=2248.333,P=33.677031 Y=-41.137350 R=8.700490,
2023.10.14-15.48.54.570,X=420690.648 Y=368940.460 Z=2248.333,P=33.747748 Y=-41.017642 R=8.462591,
2023.10.14-15.48.54.625,X=420690.648 Y=368940.460 Z=2248.333,P=33.626145 Y=-40.971297 R=8.367790,
2023.10.14-15.48.54.682,X=420690.648 Y=368940.460 Z=2248.333,P=33.429404 Y=-40.943160 R=8.264686,
2023.10.14-15.48.54.735,X=420690.648 Y=368940.460 Z=2248.333,P=33.041369 Y=-40.907940 R=8.195496,
2023.10.14-15.48.54.794,X=420690.648 Y=368940.460 Z=2248.333,P=32.412512 Y=-40.809544 R=8.449705,
2023.10.14-15.48.54.853,X=420690.648 Y=368940.460 Z=2248.333,P=32.040977 Y=-40.416027 R=9.030478,
2023.10.14-15.48.54.910,X=420690.648 Y=368940.460 Z=2248.333,P=31.780658 Y=-39.887590 R=9.694957,
2023.10.14-15.48.54.968,X=420692.145 Y=368941.586 Z=2248.333,P=31.795582 Y=-39.212696 R=10.195498,
2023.10.14-15.48.55.027,X=420697.805 Y=368946.759 Z=2248.333,P=31.779609 Y=-38.687004 R=10.283739,
2023.10.14-15.48.55.083,X=420707.583 Y=368957.475 Z=2248.333,P=31.550294 Y=-38.531534 R=10.577968,
2023.10.14-15.48.55.143,X=420721.435 Y=368973.934 Z=2248.333,P=31.544368 Y=-38.416210 R=10.664941,
2023.10.14-15.48.55.202,X=420739.309 Y=368995.870 Z=2248.333,P=31.432664 Y=-38.458974 R=10.855742,
2023.10.14-15.48.55.260,X=420761.405 Y=369023.363 Z=2248.333,P=31.413436 Y=-38.558470 R=10.985310,
2023.10.14-15.48.55.319,X=420783.037 Y=369050.404 Z=2248.333,P=31.285321 Y=-38.954060 R=10.827727,
2023.10.14-15.48.55.379,X=420805.450 Y=369078.308 Z=2248.333,P=31.082548 Y=-39.620148 R=10.572572,
2023.10.14-15.48.55.438,X=420827.947 Y=369105.948 Z=2248.333,P=30.983106 Y=-40.458190 R=10.526294,
2023.10.14-15.48.55.498,X=420852.058 Y=369132.954 Z=2248.333,P=30.898290 Y=-41.443824 R=10.364631,
2023.10.14-15.48.55.560,X=420877.941 Y=369157.776 Z=2248.333,P=30.762537 Y=-42.440479 R=10.148530,
2023.10.14-15.48.55.620,X=420905.638 Y=369180.838 Z=2248.333,P=30.606813 Y=-43.607571 R=9.832411,
2023.10.14-15.48.55.681,X=420934.961 Y=369202.717 Z=2248.333,P=30.287893 Y=-45.065007 R=9.271915,
2023.10.14-15.48.55.742,X=420961.802 Y=369221.425 Z=2248.333,P=29.913062 Y=-46.594362 R=8.759859,
2023.10.14-15.48.55.803,X=420970.508 Y=369227.322 Z=2248.333,P=29.330209 Y=-48.045228 R=8.578686,
2023.10.14-15.48.55.863,X=420970.508 Y=369227.322 Z=2248.333,P=28.946634 Y=-49.120060 R=8.625584,
2023.10.14-15.48.55.924,X=420970.508 Y=369227.322 Z=2248.333,P=28.714537 Y=-49.959995 R=8.495675,
2023.10.14-15.48.55.983,X=420970.508 Y=369227.322 Z=2248.333,P=28.432164 Y=-50.601505 R=8.451486,
2023.10.14-15.48.56.040,X=420970.508 Y=369227.322 Z=2248.333,P=28.223395 Y=-51.205212 R=8.314282,
2023.10.14-15.48.56.102,X=420971.842 Y=369227.466 Z=2248.333,P=28.009971 Y=-51.661822 R=8.397975,
2023.10.14-15.48.56.160,X=420979.315 Y=369227.954 Z=2248.333,P=27.816903 Y=-52.001611 R=8.194683,
2023.10.14-15.48.56.220,X=420993.763 Y=369228.730 Z=2248.333,P=27.385993 Y=-52.143804 R=8.475500,
2023.10.14-15.48.56.279,X=421016.024 Y=369229.782 Z=2248.333,P=27.278247 Y=-52.169659 R=8.759472,
2023.10.14-15.48.56.339,X=421045.140 Y=369231.033 Z=2248.333,P=27.311261 Y=-52.257905 R=8.991729,
2023.10.14-15.48.56.401,X=421081.038 Y=369232.080 Z=2248.333,P=27.409604 Y=-52.446650 R=9.111013,
2023.10.14-15.48.56.461,X=421118.514 Y=369232.525 Z=2248.333,P=27.574465 Y=-52.634549 R=9.253575,
2023.10.14-15.48.56.522,X=421154.226 Y=369232.144 Z=2248.333,P=27.804301 Y=-52.979918 R=9.278759,
2023.10.14-15.48.56.581,X=421184.340 Y=369230.928 Z=2248.333,P=27.991456 Y=-53.697517 R=9.079535,
2023.10.14-15.48.56.642,X=421200.512 Y=369229.168 Z=2248.333,P=28.274840 Y=-54.443816 R=8.931886,
2023.10.14-15.48.56.702,X=421202.845 Y=369228.839 Z=2248.333,P=28.381241 Y=-55.453453 R=8.886979,
2023.10.14-15.48.56.763,X=421202.845 Y=369228.839 Z=2248.333,P=28.731834 Y=-56.390027 R=8.909024,
2023.10.14-15.48.56.822,X=421202.845 Y=369228.839 Z=2248.333,P=29.013193 Y=-57.321077 R=8.792142,
2023.10.14-15.48.56.874,X=421202.845 Y=369228.839 Z=2248.333,P=29.192587 Y=-57.942883 R=8.849225,
2023.10.14-15.48.56.934,X=421202.855 Y=369228.822 Z=2248.333,P=29.255997 Y=-58.675199 R=8.638613,
2023.10.14-15.48.56.994,X=421204.725 Y=369225.750 Z=2248.333,P=29.214941 Y=-59.007360 R=9.003504,
2023.10.14-15.48.57.052,X=421210.500 Y=369216.177 Z=2248.333,P=29.257868 Y=-59.226399 R=9.051097,
2023.10.14-15.48.57.110,X=421219.395 Y=369201.323 Z=2248.333,P=29.465648 Y=-59.185372 R=9.559325,
2023.10.14-15.48.57.169,X=421232.086 Y=369180.080 Z=2248.333,P=29.730394 Y=-59.368479 R=9.395463,
2023.10.14-15.48.57.227,X=421248.069 Y=369153.217 Z=2248.333,P=29.788740 Y=-59.532178 R=9.538615,
2023.10.14-15.48.57.285,X=421265.657 Y=369123.507 Z=2248.333,P=29.894855 Y=-59.735272 R=9.626949,
2023.10.14-15.48.57.342,X=421283.257 Y=369093.583 Z=2248.333,P=30.071594 Y=-59.875425 R=9.677877,
2023.10.14-15.48.57.402,X=421299.775 Y=369065.383 Z=2248.333,P=30.110724 Y=-60.097701 R=9.711587,
2023.10.14-15.48.57.458,X=421304.287 Y=369057.665 Z=2248.333,P=30.160040 Y=-60.347654 R=9.773658,
2023.10.14-15.48.57.515,X=421304.287 Y=369057.665 Z=2248.333,P=30.405882 Y=-60.527367 R=9.969138,
2023.10.14-15.48.57.573,X=421304.287 Y=369057.665 Z=2248.333,P=30.511766 Y=-60.690221 R=10.089608,
2023.10.14-15.48.57.625,X=421304.287 Y=369057.665 Z=2248.333,P=30.886173 Y=-60.488372 R=10.485257,
2023.10.14-15.48.57.680,X=421304.287 Y=369057.665 Z=2248.333,P=31.264026 Y=-60.310256 R=10.600378,
2023.10.14-15.48.57.736,X=421304.287 Y=369057.665 Z=2248.333,P=31.769807 Y=-59.984903 R=10.963764,
2023.10.14-15.48.57.791,X=421304.287 Y=369057.665 Z=2248.333,P=32.322017 Y=-59.812460 R=10.847940,
2023.10.14-15.48.57.847,X=421304.287 Y=369057.665 Z=2248.333,P=32.786117 Y=-59.647824 R=10.872406,
2023.10.14-15.48.57.900,X=421304.287 Y=369057.665 Z=2248.333,P=33.147864 Y=-59.440442 R=10.954765,
2023.10.14-15.48.57.954,X=421304.287 Y=369057.665 Z=2248.333,P=33.571048 Y=-59.197025 R=10.923829,
2023.10.14-15.48.58.009,X=421304.287 Y=369057.665 Z=2248.333,P=33.916346 Y=-58.905910 R=11.111972,
2023.10.14-15.48.58.059,X=421304.287 Y=369057.665 Z=2248.333,P=34.482608 Y=-58.671174 R=10.930912,
2023.10.14-15.48.58.105,X=421304.287 Y=369057.665 Z=2248.333,P=34.801287 Y=-58.545129 R=10.880103,
2023.10.14-15.48.58.158,X=421304.287 Y=369057.665 Z=2248.333,P=34.996771 Y=-58.485081 R=10.949038,
2023.10.14-15.48.58.209,X=421304.287 Y=369057.665 Z=2248.333,P=35.407932 Y=-58.323608 R=10.883707,
2023.10.14-15.48.58.261,X=421304.287 Y=369057.665 Z=2248.333,P=35.668670 Y=-58.184158 R=10.910522,
2023.10.14-15.48.58.309,X=421304.287 Y=369057.665 Z=2248.333,P=35.910384 Y=-58.147030 R=10.690464,
2023.10.14-15.48.58.360,X=421304.287 Y=369057.665 Z=2248.333,P=36.117179 Y=-58.064122 R=10.658962,
2023.10.14-15.48.58.402,X=421304.287 Y=369057.665 Z=2248.333,P=36.232590 Y=-58.062247 R=10.523223,
2023.10.14-15.48.58.456,X=421304.287 Y=369057.665 Z=2248.333,P=36.472310 Y=-57.890452 R=10.638421,
2023.10.14-15.48.58.509,X=421304.287 Y=369057.665 Z=2248.333,P=36.770725 Y=-57.787376 R=10.734780,
2023.10.14-15.48.58.563,X=421304.287 Y=369057.665 Z=2248.333,P=37.254896 Y=-57.600772 R=10.748872,
2023.10.14-15.48.58.616,X=421304.287 Y=369057.665 Z=2248.333,P=37.636960 Y=-57.555684 R=10.571460,
2023.10.14-15.48.58.672,X=421304.287 Y=369057.665 Z=2248.333,P=37.930865 Y=-57.523292 R=10.423528,
2023.10.14-15.48.58.722,X=421304.287 Y=369057.665 Z=2248.333,P=38.155140 Y=-57.525907 R=10.198108,
2023.10.14-15.48.58.768,X=421304.287 Y=369057.665 Z=2248.333,P=38.239414 Y=-57.479838 R=10.247035,
2023.10.14-15.48.58.819,X=421304.287 Y=369057.665 Z=2248.333,P=38.368559 Y=-57.457923 R=9.968445,
2023.10.14-15.48.58.872,X=421304.287 Y=369057.665 Z=2248.333,P=38.283642 Y=-57.511151 R=10.006648,
2023.10.14-15.48.58.921,X=421304.287 Y=369057.665 Z=2248.333,P=38.345412 Y=-57.508492 R=9.822528,
2023.10.14-15.48.58.973,X=421304.287 Y=369057.665 Z=2248.333,P=38.220062 Y=-57.605250 R=9.645692,
2023.10.14-15.48.59.026,X=421304.287 Y=369057.665 Z=2248.333,P=37.988511 Y=-57.619771 R=9.711036,
2023.10.14-15.48.59.081,X=421304.287 Y=369057.665 Z=2248.333,P=37.893661 Y=-57.569715 R=9.634069,
2023.10.14-15.48.59.134,X=421304.287 Y=369057.665 Z=2248.333,P=37.658248 Y=-57.618094 R=9.576210,
2023.10.14-15.48.59.189,X=421304.287 Y=369057.665 Z=2248.333,P=37.366320 Y=-57.631578 R=9.530059,
2023.10.14-15.48.59.242,X=421304.287 Y=369057.665 Z=2248.333,P=37.067615 Y=-57.600092 R=9.579470,
2023.10.14-15.48.59.295,X=421304.287 Y=369057.665 Z=2248.333,P=36.654884 Y=-57.592576 R=9.460669,
2023.10.14-15.48.59.350,X=421304.287 Y=369057.665 Z=2248.333,P=36.137112 Y=-57.602992 R=9.428284,
2023.10.14-15.48.59.402,X=421304.287 Y=369057.665 Z=2248.333,P=35.768212 Y=-57.505431 R=9.635155,
2023.10.14-15.48.59.457,X=421304.287 Y=369057.665 Z=2248.333,P=35.489132 Y=-57.516219 R=9.682117,
2023.10.14-15.48.59.512,X=421304.287 Y=369057.665 Z=2248.333,P=35.332244 Y=-57.523843 R=9.866978,
2023.10.14-15.48.59.567,X=421304.287 Y=369057.665 Z=2248.333,P=35.352387 Y=-57.429538 R=9.875806,
2023.10.14-15.48.59.621,X=421304.287 Y=369057.665 Z=2248.333,P=35.304467 Y=-57.373474 R=9.894304,
2023.10.14-15.48.59.676,X=421304.287 Y=369057.665 Z=2248.333,P=35.227972 Y=-57.393351 R=9.829294,
